,Ship Mode,Customer Name,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,Inventory,date_difference,Sales
4218,0,567,1,0,438,3,94110,3,2,11,4799.984,2.0,0.2,359.9988,23999.92,2,4799.984
4219,2,758,0,0,452,45,98103,3,1,12,37.94,2.0,0.0,18.2112,189.7,2,37.94
4220,2,758,0,0,452,45,98103,3,1,3,18.288,6.0,0.2,6.6294,18.288,2,18.288
4221,2,758,0,0,452,45,98103,3,2,11,385.8,5.0,0.2,130.2075,771.6,2,385.8
4222,2,758,0,0,452,45,98103,3,1,14,102.96,2.0,0.0,1.0296,102.96,2,102.96
4223,2,758,0,0,452,45,98103,3,0,4,174.42,3.0,0.0,41.8608,523.26,2,174.42
4224,0,679,0,0,393,11,62301,0,1,3,1.964,2.0,0.8,-3.2406,1.964,3,1.964
4225,3,254,1,0,80,11,60623,0,0,9,94.428,3.0,0.6,-42.4926,283.284,4,94.428
4226,3,787,0,0,494,13,50322,0,1,8,45.92,4.0,0.0,21.5824,229.6,5,45.92
4227,3,714,2,0,452,45,98103,3,0,5,61.584,1.0,0.2,-6.9282,184.752,5,61.584
4228,0,784,1,0,407,12,47374,0,1,12,22.48,1.0,0.0,10.3408,44.96,2,22.48
4229,3,461,1,0,109,41,75220,0,0,9,332.028,9.0,0.6,-348.6294,1328.112,5,332.028
4230,3,461,1,0,109,41,75220,0,1,3,11.394,9.0,0.8,-17.6607,56.97,5,11.394
4231,3,461,1,0,109,41,75220,0,1,12,15.552,3.0,0.2,5.6376,46.656,5,15.552
4232,3,461,1,0,109,41,75220,0,1,12,31.104,6.0,0.2,11.2752,62.208,5,31.104
4233,3,461,1,0,109,41,75220,0,1,3,6.316,1.0,0.8,-10.4214,31.58,5,6.316
4234,0,502,2,0,374,36,19143,1,1,12,11.352,3.0,0.2,4.1151,34.056,3,11.352
4235,0,502,2,0,374,36,19143,1,1,10,20.808,9.0,0.2,7.0227,62.424,3,20.808
4236,3,563,2,0,413,11,61107,0,1,3,11.416,4.0,0.8,-18.8364,57.08,4,11.416
4237,2,522,1,0,374,36,19134,1,1,2,9.408,7.0,0.2,0.7056,9.408,5,9.408
4238,0,487,2,0,452,45,98105,3,1,2,19.83,1.0,0.0,5.949,79.32,2,19.83
4239,3,438,1,0,173,20,49505,0,1,12,209.7,2.0,0.0,100.656,419.4,6,209.7
4240,3,531,2,0,266,3,90004,3,1,1,43.92,4.0,0.0,11.8584,175.68,6,43.92
4241,3,531,2,0,266,3,90004,3,1,3,20.232,3.0,0.2,6.5754,40.464,6,20.232
4242,0,486,2,0,464,44,22153,2,2,13,149.97,3.0,0.0,5.9988,149.97,1,149.97
4243,0,486,2,0,464,44,22153,2,1,12,27.81,3.0,0.0,13.0707,27.81,1,27.81
4244,3,391,1,0,266,3,90036,3,2,0,66.3,3.0,0.0,8.619,132.6,4,66.3
4245,3,463,2,0,28,18,21215,1,1,2,1.64,1.0,0.0,0.738,4.92,6,1.64
4246,3,463,2,0,28,18,21215,1,0,9,1049.2,5.0,0.0,272.792,5246,6,1049.2
4247,3,463,2,0,28,18,21215,1,0,9,20.9,5.0,0.0,7.524,62.7,6,20.9
4248,2,698,0,0,147,5,6824,1,1,3,88.08,6.0,0.0,40.5168,352.32,4,88.08
4249,2,698,0,0,147,5,6824,1,0,5,751.92,4.0,0.0,150.384,2255.76,4,751.92
4250,1,90,1,0,329,30,10011,1,0,5,887.103,7.0,0.1,177.4206,1774.206,0,887.103
4251,1,617,0,0,238,8,33801,2,2,13,55.944,7.0,0.2,-13.2867,279.72,0,55.944
4252,1,617,0,0,238,8,33801,2,1,2,10.688,2.0,0.2,2.2712,21.376,0,10.688
4253,1,617,0,0,238,8,33801,2,2,13,11.824,2.0,0.2,1.0346,47.296,0,11.824
4254,0,771,0,0,157,11,61032,0,1,12,63.312,3.0,0.2,20.5764,253.248,3,63.312
4255,0,771,0,0,157,11,61032,0,1,3,96.784,4.0,0.8,-145.176,290.352,3,96.784
4256,0,771,0,0,157,11,61032,0,0,9,10.476,3.0,0.6,-6.8094,31.428,3,10.476
4257,3,437,1,0,286,35,97504,3,1,3,9.762,2.0,0.7,-6.8334,19.524,5,9.762
4258,0,550,1,0,452,45,98103,3,0,5,196.784,2.0,0.2,-22.1382,590.352,2,196.784
4259,2,476,1,0,329,30,10035,1,1,7,47.98,2.0,0.0,23.99,47.98,5,47.98
4260,2,626,1,0,147,5,6824,1,1,10,13.05,5.0,0.0,6.003,52.2,4,13.05
4261,3,163,0,0,311,21,56560,0,2,0,63.96,4.0,0.0,19.8276,63.96,4,63.96
4262,3,430,0,0,94,9,31907,2,1,1,80.48,1.0,0.0,24.144,241.44,4,80.48
4263,3,199,0,0,374,36,19143,1,1,3,11.673,3.0,0.7,-7.782,35.019,5,11.673
4264,3,259,0,0,207,41,77036,0,0,16,863.128,8.0,0.3,-160.2952,863.128,4,863.128
4265,3,259,0,0,207,41,77036,0,1,3,3.564,3.0,0.8,-6.237,14.256,4,3.564
4266,3,259,0,0,207,41,77036,0,0,4,956.6648,7.0,0.32,-225.0976,1913.3296,4,956.6648
4267,3,259,0,0,207,41,77036,0,1,3,12.588,3.0,0.8,-20.1408,62.94,4,12.588
4268,3,259,0,0,207,41,77036,0,2,0,171.96,5.0,0.2,45.1395,859.8,4,171.96
4269,2,46,0,0,452,45,98115,3,0,16,871.4,4.0,0.0,148.138,871.4,4,871.4
4270,3,707,1,0,215,40,38301,2,0,9,692.472,11.0,0.2,190.4298,2769.888,4,692.472
4271,2,450,1,0,28,18,21215,1,0,9,207.76,4.0,0.0,85.1816,207.76,3,207.76
4272,1,678,0,0,318,42,84107,3,2,13,71.928,9.0,0.2,6.2937,215.784,0,71.928
4273,1,678,0,0,318,42,84107,3,1,2,25.99,1.0,0.0,7.5371,77.97,0,25.99
4274,3,32,1,0,452,45,98105,3,1,3,3.592,1.0,0.2,1.1225,3.592,5,3.592
4275,3,428,1,0,109,41,75220,0,1,1,48.632,2.0,0.8,-121.58,145.896,4,48.632
4276,3,571,2,0,452,45,98105,3,1,14,323.1,2.0,0.0,61.389,1292.4,4,323.1
4277,3,90,1,0,240,28,8701,1,2,11,9099.93,7.0,0.0,2365.9818,9099.93,4,9099.93
4278,3,90,1,0,240,28,8701,1,0,9,9.96,2.0,0.0,3.2868,19.92,4,9.96
4279,3,90,1,0,240,28,8701,1,1,3,25.3,5.0,0.0,11.891,126.5,4,25.3
4280,3,643,2,0,329,30,10011,1,1,12,11.36,2.0,0.0,5.2256,56.8,4,11.36
4281,3,643,2,0,329,30,10011,1,0,5,69.264,2.0,0.1,14.6224,277.056,4,69.264
4282,0,6,0,0,211,12,46203,0,1,10,3.69,1.0,0.0,1.7343,7.38,3,3.69
4283,0,6,0,0,211,12,46203,0,1,3,1103.97,3.0,0.0,496.7865,3311.91,3,1103.97
4284,2,129,1,0,385,41,77642,0,0,4,246.1328,2.0,0.32,-76.0116,492.2656,5,246.1328
4285,2,129,1,0,385,41,77642,0,1,10,11.696,2.0,0.2,3.9474,11.696,5,11.696
4286,2,129,1,0,385,41,77642,0,2,6,439.992,1.0,0.2,164.997,1759.968,5,439.992
4287,3,265,2,0,323,40,37211,2,1,14,64.784,1.0,0.2,-12.9568,194.352,6,64.784
4288,3,579,1,0,207,41,77095,0,1,3,33.28,5.0,0.8,-49.92,133.12,4,33.28
4289,3,579,1,0,207,41,77095,0,1,12,14.088,3.0,0.2,4.9308,42.264,4,14.088
4290,2,28,2,0,266,3,90004,3,1,2,11.16,2.0,0.0,2.79,22.32,4,11.16
4291,2,28,2,0,266,3,90004,3,0,16,896.328,9.0,0.2,22.4082,4481.64,4,896.328
4292,2,28,2,0,266,3,90004,3,1,1,189,1.0,0.0,68.04,189,4,189.0
4293,3,256,0,0,374,36,19140,1,2,13,53.982,3.0,0.4,-10.7964,269.91,6,53.982
4294,3,211,1,0,400,35,97756,3,0,16,177.225,5.0,0.5,-120.513,708.9,5,177.225
4295,3,485,0,0,84,3,95610,3,0,9,129.39,3.0,0.0,54.3438,129.39,7,129.39
4296,3,747,1,0,266,3,90032,3,1,14,54.32,4.0,0.0,0.5432,108.64,6,54.32
4297,2,588,0,0,471,8,32303,2,2,13,4367.896,13.0,0.2,327.5922,8735.792,3,4367.896
4298,2,588,0,0,471,8,32303,2,1,12,49.568,2.0,0.2,15.49,148.704,3,49.568
4299,2,588,0,0,471,8,32303,2,1,1,161.376,6.0,0.2,12.1032,484.128,3,161.376
4300,2,588,0,0,471,8,32303,2,0,9,2.784,2.0,0.2,0.4176,11.136,3,2.784
4301,2,588,0,0,471,8,32303,2,1,12,8.72,5.0,0.2,2.943,26.16,3,8.72
4302,2,215,2,0,240,33,44107,1,1,2,3.912,1.0,0.2,1.0269,11.736,3,3.912
4303,1,498,0,0,479,41,75056,0,1,7,59.752,7.0,0.2,19.4194,59.752,0,59.752
4304,2,38,0,0,452,45,98105,3,0,9,63.92,4.0,0.0,3.196,63.92,4,63.92
4305,2,38,0,0,452,45,98105,3,2,13,383.96,5.0,0.2,38.396,767.92,4,383.96
4306,1,148,1,0,266,3,90032,3,1,3,7.752,3.0,0.2,2.8101,31.008,0,7.752
4307,1,148,1,0,266,3,90032,3,1,3,33.568,2.0,0.2,11.7488,134.272,0,33.568
4308,3,787,0,0,266,3,90045,3,2,13,666.344,7.0,0.2,66.6344,2665.376,7,666.344
4309,3,787,0,0,266,3,90045,3,0,16,573.728,4.0,0.2,-64.5444,2294.912,7,573.728
4310,3,787,0,0,266,3,90045,3,1,3,21.936,3.0,0.2,8.226,87.744,7,21.936
4311,3,787,0,0,266,3,90045,3,1,12,19.44,3.0,0.0,9.3312,77.76,7,19.44
4312,3,787,0,0,266,3,90045,3,2,11,447.968,4.0,0.2,139.99,1343.904,7,447.968
4313,3,706,1,0,262,30,11561,1,1,1,16.78,2.0,0.0,4.195,67.12,4,16.78
4314,3,10,0,0,266,3,90045,3,1,2,20.96,2.0,0.0,5.24,62.88,6,20.96
4315,3,10,0,0,266,3,90045,3,1,3,88.752,3.0,0.2,27.735,88.752,6,88.752
4316,3,10,0,0,266,3,90045,3,1,14,304.23,3.0,0.0,9.1269,608.46,6,304.23
4317,3,326,0,0,438,3,94110,3,1,7,167.86,2.0,0.0,78.8942,503.58,7,167.86
4318,3,217,0,0,407,44,23223,2,0,9,82.38,6.0,0.0,25.5378,164.76,4,82.38
4319,2,700,0,0,3,29,87105,3,2,13,23.976,3.0,0.2,-5.6943,95.904,5,23.976
4320,2,700,0,0,3,29,87105,3,1,14,33.29,1.0,0.0,7.9896,99.87,5,33.29
4321,3,419,0,0,2,33,44312,1,1,3,14.952,2.0,0.7,-11.9616,14.952,5,14.952
4322,3,419,0,0,2,33,44312,1,2,13,323.982,3.0,0.4,-80.9955,971.946,5,323.982
4323,3,419,0,0,2,33,44312,1,1,3,2.286,2.0,0.7,-1.6764,4.572,5,2.286
4324,3,419,0,0,2,33,44312,1,1,2,14.352,3.0,0.2,0.897,28.704,5,14.352
4325,3,419,0,0,2,33,44312,1,2,0,71.976,3.0,0.2,0.8997,359.88,5,71.976
4326,0,755,1,0,378,28,7060,1,1,2,9.21,3.0,0.0,2.3025,9.21,2,9.21
4327,0,755,1,0,378,28,7060,1,1,12,18,5.0,0.0,8.28,72,2,18.0
4328,3,383,0,0,329,30,10011,1,1,12,42.93,9.0,0.0,19.3185,128.79,6,42.93
4329,3,588,0,0,197,8,33012,2,1,12,15.552,3.0,0.2,5.4432,46.656,6,15.552
4330,3,588,0,0,197,8,33012,2,1,1,17.92,5.0,0.2,1.12,89.6,6,17.92
4331,3,723,0,0,400,45,98052,3,2,0,19.99,1.0,0.0,6.7966,79.96,5,19.99
4332,3,723,0,0,400,45,98052,3,1,3,22.92,5.0,0.2,8.022,114.6,5,22.92
4333,3,646,0,0,113,8,32114,2,2,0,50.88,6.0,0.2,14.628,101.76,6,50.88
4334,3,646,0,0,113,8,32114,2,1,7,27.312,2.0,0.2,9.2178,136.56,6,27.312
4335,3,296,0,0,58,1,86442,3,1,7,7.92,1.0,0.2,2.772,31.68,4,7.92
4336,3,296,0,0,58,1,86442,3,0,9,14.368,2.0,0.2,3.9512,43.104,4,14.368
4337,3,712,2,0,266,3,90049,3,2,0,107.97,3.0,0.0,22.6737,215.94,4,107.97
4338,3,712,2,0,266,3,90049,3,1,12,113.82,3.0,0.0,53.4954,341.46,4,113.82
4339,3,191,0,0,156,40,37064,2,1,12,5.184,1.0,0.2,1.8144,25.92,5,5.184
4340,1,786,0,0,388,12,46368,0,1,2,16.28,2.0,0.0,6.512,81.4,0,16.28
4341,3,303,0,0,16,44,22204,2,1,14,544.38,3.0,0.0,157.8702,2177.52,4,544.38
4342,0,556,0,0,438,3,94110,3,1,3,19.824,6.0,0.2,6.6906,59.472,3,19.824
4343,0,556,0,0,438,3,94110,3,2,13,657.504,6.0,0.2,-131.5008,657.504,3,657.504
4344,0,556,0,0,438,3,94110,3,2,0,99.54,2.0,0.0,10.9494,99.54,3,99.54
4345,0,556,0,0,438,3,94110,3,2,0,199.96,4.0,0.0,85.9828,599.88,3,199.96
4346,3,482,0,0,328,30,10801,1,0,5,631.782,2.0,0.1,140.396,3158.91,7,631.782
4347,3,482,0,0,328,30,10801,1,0,9,60.72,3.0,0.0,26.1096,60.72,7,60.72
4348,2,497,0,0,293,1,85204,3,1,3,20.724,2.0,0.7,-15.1976,82.896,5,20.724
4349,2,497,0,0,293,1,85204,3,1,14,415.872,8.0,0.2,-41.5872,415.872,5,415.872
4350,3,340,0,0,241,33,43130,1,1,14,16.768,2.0,0.2,1.4672,67.072,4,16.768
4351,3,340,0,0,241,33,43130,1,2,0,27.12,2.0,0.2,-4.746,108.48,4,27.12
4352,2,21,0,0,466,3,95207,3,2,13,95.84,4.0,0.2,34.742,191.68,2,95.84
4353,2,21,0,0,466,3,95207,3,1,12,12.96,2.0,0.0,6.2208,51.84,2,12.96
4354,2,522,1,0,19,31,28806,2,1,3,19.008,8.0,0.7,-12.672,19.008,2,19.008
4355,2,650,0,0,85,40,37042,2,1,3,1598.058,7.0,0.7,-1065.372,1598.058,3,1598.058
4356,2,650,0,0,85,40,37042,2,1,2,36.96,4.0,0.2,12.012,73.92,3,36.96
4357,1,619,0,0,24,11,60505,0,1,12,10.368,2.0,0.2,3.6288,41.472,0,10.368
4358,1,619,0,0,24,11,60505,0,0,9,77.72,1.0,0.6,-66.062,155.44,0,77.72
4359,1,619,0,0,24,11,60505,0,0,5,520.464,2.0,0.3,-14.8704,2081.856,0,520.464
4360,0,154,1,0,504,37,2886,1,1,12,111.96,2.0,0.0,54.8604,223.92,2,111.96
4361,2,454,0,0,233,16,70506,2,2,13,29.16,3.0,0.0,8.4564,87.48,4,29.16
4362,2,554,0,0,148,32,58103,0,1,2,131.94,3.0,0.0,35.6238,659.7,2,131.94
4363,2,554,0,0,148,32,58103,0,1,2,25.92,4.0,0.0,8.2944,103.68,2,25.92
4364,2,554,0,0,148,32,58103,0,1,14,704.76,4.0,0.0,162.0948,704.76,2,704.76
4365,2,554,0,0,148,32,58103,0,1,8,7.41,3.0,0.0,3.4827,37.05,2,7.41
4366,2,554,0,0,148,32,58103,0,1,2,21.5,10.0,0.0,7.095,43,2,21.5
4367,2,326,0,0,80,11,60623,0,1,8,10.528,4.0,0.2,3.29,52.64,2,10.528
4368,2,326,0,0,80,11,60623,0,1,12,20.544,6.0,0.2,6.42,20.544,2,20.544
4369,3,531,2,0,247,12,46226,0,1,3,104.9,5.0,0.0,50.352,104.9,5,104.9
4370,3,531,2,0,247,12,46226,0,1,2,39.68,2.0,0.0,16.2688,119.04,5,39.68
4371,3,531,2,0,247,12,46226,0,1,10,51.75,5.0,0.0,24.84,103.5,5,51.75
4372,2,458,0,0,138,12,46514,0,1,2,11.68,2.0,0.0,5.4896,58.4,2,11.68
4373,2,458,0,0,138,12,46514,0,2,0,159.75,5.0,0.0,11.1825,798.75,2,159.75
4374,3,684,1,0,225,33,44240,1,1,1,103.968,6.0,0.2,16.8948,103.968,6,103.968
4375,3,86,2,0,439,3,91776,3,0,9,303.25,5.0,0.0,63.6825,1516.25,5,303.25
4376,3,86,2,0,439,3,91776,3,1,1,270.72,3.0,0.0,78.5088,1353.6,5,270.72
4377,3,86,2,0,439,3,91776,3,0,5,1487.04,5.0,0.2,148.704,4461.12,5,1487.04
4378,2,596,2,0,194,15,42420,2,1,7,17.48,2.0,0.0,8.2156,87.4,2,17.48
4379,2,596,2,0,194,15,42420,2,1,7,71.88,2.0,0.0,32.346,143.76,2,71.88
4380,3,772,0,0,438,3,94110,3,1,2,60.45,3.0,0.0,16.3215,302.25,5,60.45
4381,3,772,0,0,438,3,94110,3,0,16,253.176,3.0,0.2,-31.647,1265.88,5,253.176
4382,3,659,0,0,199,11,60035,0,1,3,2.88,5.0,0.8,-4.464,5.76,7,2.88
4383,3,659,0,0,199,11,60035,0,0,4,384.944,4.0,0.3,-126.4816,769.888,7,384.944
4384,3,659,0,0,199,11,60035,0,2,13,153.584,2.0,0.2,13.4386,307.168,7,153.584
4385,3,659,0,0,199,11,60035,0,0,4,913.43,5.0,0.3,-52.196,1826.86,7,913.43
4386,3,72,1,0,438,3,94122,3,1,1,43.92,4.0,0.0,11.8584,175.68,6,43.92
4387,3,72,1,0,438,3,94122,3,1,3,25.032,3.0,0.2,7.8225,100.128,6,25.032
4388,0,126,0,0,329,30,10035,1,1,12,46.76,7.0,0.0,22.4448,233.8,2,46.76
4389,0,126,0,0,329,30,10035,1,0,4,183.968,2.0,0.2,-25.2956,735.872,2,183.968
4390,0,126,0,0,329,30,10035,1,2,13,1259.97,3.0,0.0,327.5922,1259.97,2,1259.97
4391,0,126,0,0,329,30,10035,1,1,2,68.97,3.0,0.0,19.3116,68.97,2,68.97
4392,3,437,1,0,109,41,75081,0,1,2,70.368,2.0,0.2,6.1572,351.84,4,70.368
4393,3,437,1,0,109,41,75081,0,2,13,59.96,5.0,0.2,21.7355,119.92,4,59.96
4394,1,681,0,0,464,33,45503,1,1,14,25.984,1.0,0.2,-5.1968,129.92,0,25.984
4395,1,681,0,0,464,33,45503,1,1,3,27.36,3.0,0.7,-21.888,82.08,0,27.36
4396,3,45,1,0,437,3,92024,3,2,13,361.376,2.0,0.2,27.1032,1445.504,4,361.376
4397,3,387,0,0,374,36,19120,1,0,5,172.186,2.0,0.3,-46.7362,516.558,4,172.186
4398,3,387,0,0,374,36,19120,1,0,9,69.008,2.0,0.2,12.0764,207.024,4,69.008
4399,1,296,0,0,93,18,21044,1,1,7,199.9,5.0,0.0,89.955,599.7,0,199.9
4400,1,296,0,0,93,18,21044,1,1,1,901.95,3.0,0.0,297.6435,3607.8,0,901.95
4401,1,296,0,0,93,18,21044,1,0,9,971.5,5.0,0.0,252.59,1943,0,971.5
4402,0,653,0,0,92,4,80906,3,1,2,11.328,2.0,0.2,2.5488,11.328,1,11.328
4403,0,169,0,0,329,30,10009,1,1,2,21.24,3.0,0.0,8.0712,42.48,2,21.24
4404,3,546,0,0,374,36,19140,1,2,0,34.8,3.0,0.2,2.175,69.6,5,34.8
4405,3,546,0,0,374,36,19140,1,1,14,38.976,3.0,0.2,-2.436,77.952,5,38.976
4406,3,64,1,0,94,12,47201,0,1,12,9.08,2.0,0.0,4.086,36.32,5,9.08
4407,3,64,1,0,94,12,47201,0,1,12,314.55,3.0,0.0,150.984,314.55,5,314.55
4408,3,64,1,0,94,12,47201,0,1,3,4.91,1.0,0.0,2.3077,19.64,5,4.91
4409,3,712,2,0,266,3,90004,3,1,10,5.78,2.0,0.0,2.7166,23.12,5,5.78
4410,3,712,2,0,266,3,90004,3,1,2,107.94,6.0,0.0,30.2232,431.76,5,107.94
4411,0,750,0,0,329,30,10024,1,1,12,19.65,3.0,0.0,9.039,98.25,3,19.65
4412,0,750,0,0,329,30,10024,1,2,13,617.97,3.0,0.0,160.6722,617.97,3,617.97
4413,0,750,0,0,329,30,10024,1,1,1,59.7,3.0,0.0,26.865,179.1,3,59.7
4414,3,358,1,0,247,19,1841,1,1,3,387.99,1.0,0.0,182.3553,1551.96,4,387.99
4415,3,13,0,0,438,3,94122,3,2,13,575.92,2.0,0.2,71.99,575.92,7,575.92
4416,3,13,0,0,438,3,94122,3,1,8,30.4,5.0,0.0,15.2,60.8,7,30.4
4417,2,441,0,0,123,20,48205,0,1,3,478.24,8.0,0.0,219.9904,478.24,3,478.24
4418,3,495,0,0,187,33,45011,1,0,9,190.848,3.0,0.2,-21.4704,572.544,7,190.848
4419,3,268,0,0,94,33,43229,1,1,3,5.484,4.0,0.7,-4.0216,16.452,7,5.484
4420,2,309,0,0,80,11,60610,0,1,15,40.92,5.0,0.2,3.069,40.92,4,40.92
4421,3,671,0,0,279,8,33063,2,1,2,15.552,3.0,0.2,2.3328,15.552,5,15.552
4422,0,755,1,0,444,9,30328,2,1,1,17.24,2.0,0.0,4.4824,51.72,1,17.24
4423,0,755,1,0,444,9,30328,2,0,4,302.94,3.0,0.0,75.735,302.94,1,302.94
4424,0,755,1,0,444,9,30328,2,2,13,34.75,5.0,0.0,15.6375,139,1,34.75
4425,0,755,1,0,444,9,30328,2,1,3,113.94,6.0,0.0,54.6912,227.88,1,113.94
4426,0,755,1,0,444,9,30328,2,2,13,55.98,2.0,0.0,15.6744,279.9,1,55.98
4427,3,211,1,0,3,29,87105,3,1,12,27.18,3.0,0.0,12.231,108.72,6,27.18
4428,3,169,0,0,490,34,74133,0,0,5,1805.88,6.0,0.0,523.7052,5417.64,6,1805.88
4429,1,472,0,0,350,28,7050,1,1,2,70.95,3.0,0.0,18.447,70.95,0,70.95
4430,2,60,0,0,194,15,42420,2,1,8,20,4.0,0.0,9.6,40,5,20.0
4431,2,60,0,0,194,15,42420,2,1,2,7.98,3.0,0.0,2.0748,15.96,5,7.98
4432,2,60,0,0,194,15,42420,2,0,9,24.1,5.0,0.0,9.158,48.2,5,24.1
4433,2,60,0,0,194,15,42420,2,1,2,8.75,1.0,0.0,2.625,35,5,8.75
4434,2,60,0,0,194,15,42420,2,0,16,842.94,3.0,0.0,160.1586,842.94,5,842.94
4435,3,159,0,0,80,11,60653,0,1,3,2.182,1.0,0.8,-3.6003,8.728,5,2.182
4436,3,159,0,0,80,11,60653,0,1,2,27.384,7.0,0.2,2.7384,54.768,5,27.384
4437,3,159,0,0,80,11,60653,0,1,1,26.406,3.0,0.8,-71.2962,52.812,5,26.406
4438,3,519,0,0,385,41,77642,0,1,12,10.368,2.0,0.2,3.6288,10.368,6,10.368
4439,3,519,0,0,385,41,77642,0,1,12,23.68,4.0,0.2,7.4,71.04,6,23.68
4440,3,223,0,0,516,20,48185,0,2,0,109.95,1.0,0.0,36.2835,549.75,4,109.95
4441,3,223,0,0,516,20,48185,0,1,14,965.85,5.0,0.0,135.219,2897.55,4,965.85
4442,3,223,0,0,516,20,48185,0,1,2,29.2,5.0,0.0,10.512,116.8,4,29.2
4443,3,223,0,0,516,20,48185,0,1,12,32.4,5.0,0.0,15.552,32.4,4,32.4
4444,3,714,2,0,41,12,47401,0,1,7,78.35,5.0,0.0,36.8245,235.05,5,78.35
4445,3,714,2,0,41,12,47401,0,1,12,31.68,6.0,0.0,14.256,158.4,5,31.68
4446,3,714,2,0,41,12,47401,0,1,3,29.12,4.0,0.0,14.2688,29.12,5,29.12
4447,3,714,2,0,41,12,47401,0,1,14,169.45,5.0,0.0,42.3625,677.8,5,169.45
4448,3,475,0,0,266,3,90032,3,0,9,12.56,2.0,0.0,4.0192,12.56,4,12.56
4449,3,475,0,0,266,3,90032,3,1,12,6.48,1.0,0.0,3.1104,19.44,4,6.48
4450,3,475,0,0,266,3,90032,3,1,7,186.69,3.0,0.0,87.7443,373.38,4,186.69
4451,0,42,0,0,438,3,94109,3,0,9,25.4,5.0,0.0,8.636,25.4,2,25.4
4452,0,42,0,0,438,3,94109,3,1,7,43.96,2.0,0.0,20.6612,131.88,2,43.96
4453,0,42,0,0,438,3,94109,3,0,4,1279.165,5.0,0.15,225.735,2558.33,2,1279.165
4454,0,42,0,0,438,3,94109,3,1,14,27.92,4.0,0.0,0.5584,111.68,2,27.92
4455,3,41,2,0,438,3,94110,3,0,5,129.568,2.0,0.2,-12.9568,647.84,5,129.568
4456,3,41,2,0,438,3,94110,3,1,3,6.368,2.0,0.2,2.1492,12.736,5,6.368
4457,3,503,0,0,440,3,95123,3,1,12,244.55,5.0,0.0,114.9385,1222.75,5,244.55
4458,3,672,0,0,120,4,80219,3,1,15,1332.496,2.0,0.2,-299.8116,3997.488,7,1332.496
4459,0,200,2,0,24,4,80013,3,0,9,32.776,1.0,0.2,3.2776,98.328,3,32.776
4460,0,200,2,0,24,4,80013,3,1,14,147.184,2.0,0.2,-29.4368,294.368,3,147.184
4461,0,200,2,0,24,4,80013,3,2,0,54.384,2.0,0.2,1.3596,54.384,3,54.384
4462,0,200,2,0,24,4,80013,3,1,3,76.776,4.0,0.7,-58.8616,307.104,3,76.776
4463,0,200,2,0,24,4,80013,3,1,12,14.352,3.0,0.2,5.2026,43.056,3,14.352
4464,0,200,2,0,24,4,80013,3,1,1,209.792,2.0,0.2,26.224,839.168,3,209.792
4465,3,574,1,0,43,10,83704,3,1,3,3.304,1.0,0.2,1.1151,13.216,4,3.304
4466,3,433,0,0,329,30,10035,1,1,2,16.38,9.0,0.0,7.371,81.9,7,16.38
4467,3,433,0,0,329,30,10035,1,1,7,167.96,2.0,0.0,78.9412,671.84,7,167.96
4468,3,433,0,0,329,30,10035,1,0,4,321.568,2.0,0.2,-16.0784,964.704,7,321.568
4469,3,433,0,0,329,30,10035,1,1,12,12.96,2.0,0.0,6.2208,25.92,7,12.96
4470,3,232,1,0,374,36,19140,1,0,5,128.058,3.0,0.3,-23.7822,640.29,4,128.058
4471,1,510,2,0,290,33,44060,1,0,5,63.686,1.0,0.3,-15.4666,127.372,0,63.686
4472,1,510,2,0,290,33,44060,1,2,0,239.976,3.0,0.2,65.9934,1199.88,0,239.976
4473,1,510,2,0,290,33,44060,1,0,16,344.22,2.0,0.4,-189.321,1032.66,0,344.22
4474,1,510,2,0,290,33,44060,1,1,12,15.552,3.0,0.2,5.4432,77.76,0,15.552
4475,1,510,2,0,290,33,44060,1,0,9,21.248,4.0,0.2,7.4368,42.496,0,21.248
4476,1,510,2,0,290,33,44060,1,1,12,8.448,2.0,0.2,2.64,16.896,0,8.448
4477,1,107,0,0,248,34,73505,0,1,14,333.09,3.0,0.0,23.3163,666.18,0,333.09
4478,1,107,0,0,248,34,73505,0,0,16,248.98,2.0,0.0,54.7756,497.96,0,248.98
4479,3,126,0,0,329,30,10024,1,1,12,24.9,5.0,0.0,11.703,74.7,4,24.9
4480,3,788,0,0,266,3,90049,3,1,8,15.26,7.0,0.0,5.0358,45.78,5,15.26
4481,3,788,0,0,266,3,90049,3,1,1,43.32,2.0,0.0,14.2956,216.6,5,43.32
4482,3,788,0,0,266,3,90049,3,1,3,43.584,12.0,0.2,15.7992,130.752,5,43.584
4483,3,788,0,0,266,3,90049,3,1,12,116.28,3.0,0.0,56.9772,465.12,5,116.28
4484,3,788,0,0,266,3,90049,3,1,3,9.296,2.0,0.2,3.0212,27.888,5,9.296
4485,3,788,0,0,266,3,90049,3,1,12,19.44,3.0,0.0,9.3312,19.44,5,19.44
4486,3,788,0,0,266,3,90049,3,1,12,314.55,3.0,0.0,150.984,314.55,5,314.55
4487,3,135,2,0,207,41,77036,0,1,3,16.27,5.0,0.8,-25.2185,32.54,6,16.27
4488,3,135,2,0,207,41,77036,0,1,15,69.12,9.0,0.2,-14.688,207.36,6,69.12
4489,3,135,2,0,207,41,77036,0,1,3,4.47,3.0,0.8,-7.8225,4.47,6,4.47
